"","CrimeID","Month","Reportedby","Fallswithin","Longitude","Latitude","Location","LSOAcode","LSOAname","Crimetype","Lastoutcomecategory","Context","Station","StationDistance","LocalAuthority","ISOMonth"
"1","","2013-04","City of London Police","City of London Police",-0.113274,51.51638,"On or near Old Buildings","E01000914","Camden 028B","Anti-social behaviour","",NA,"Chancery Lane",0.252350480500189,"Camden",2013-04-01
"2","71b9b796f04ea39025714a3ded0598594aace7117600f5abb28333863089d8bf","2013-04","City of London Police","City of London Police",-0.111497,51.51823,"On or near Pedestrian Subway","E01000914","Camden 028B","Other theft","Court result unavailable",NA,"Chancery Lane",0.0428262853097868,"Camden",2013-04-01
"3","bc75ba3beca7f33c3047a9f69944410ff2c27d6b91620d24ecbce69f2f28e983","2013-04","City of London Police","City of London Police",-0.111497,51.51823,"On or near Pedestrian Subway","E01000914","Camden 028B","Other theft","Investigation complete; no suspect identified",NA,"Chancery Lane",0.0428262853097868,"Camden",2013-04-01
"4","","2013-04","City of London Police","City of London Police",-0.097601,51.5207,"On or near Carthusian Street","E01000001","City of London 001A","Anti-social behaviour","",NA,"Barbican",0.054395010896171,"City of London",2013-04-01
"5","","2013-04","City of London Police","City of London Police",-0.097736,51.52021,"On or near Conference/Exhibition Centre","E01000001","City of London 001A","Anti-social behaviour","",NA,"Barbican",0.00207996269294924,"City of London",2013-04-01
"6","e738111c025f4b5ae7d32b34785360950cdb6516f38aeedf8ccd506faeade1a8","2013-04","City of London Police","City of London Police",-0.095892,51.51639,"On or near Noble Street","E01000001","City of London 001A","Other theft","Investigation complete; no suspect identified",NA,"St. Pauls",0.207732584413019,"City of London",2013-04-01
"7","25c61958cf8c595c88a8264883c9cf271efd7d864f69486ce66f151f748f29dc","2013-04","City of London Police","City of London Police",-0.095892,51.51639,"On or near Noble Street","E01000001","City of London 001A","Other theft","Investigation complete; no suspect identified",NA,"St. Pauls",0.207732584413019,"City of London",2013-04-01
"8","9d7e9bc21d6705a1c3463ad8527746a09255999a5a07dd2bf588d12e48237b02","2013-04","City of London Police","City of London Police",-0.097223,51.51523,"On or near St Martin'S Le Grand","E01000001","City of London 001A","Other theft","Investigation complete; no suspect identified",NA,"St. Pauls",0.0495883030553327,"City of London",2013-04-01
"9","87bac1acf5dc0f0e695e2b57d960c7e0888c56e045286e124d7296fee0d354a4","2013-04","City of London Police","City of London Police",-0.097601,51.5207,"On or near Carthusian Street","E01000001","City of London 001A","Other theft","Investigation complete; no suspect identified",NA,"Barbican",0.054395010896171,"City of London",2013-04-01
"10","c654ea16a333186015b4b82c7bf5cfbf352f27061cf7862087531778c4a14cf6","2013-04","City of London Police","City of London Police",-0.097562,51.51886,"On or near Parking Area","E01000001","City of London 001A","Other theft","Investigation complete; no suspect identified",NA,"Barbican",0.151036284394236,"City of London",2013-04-01
