"","CrimeID","Month","Reportedby","Fallswithin","Longitude","Latitude","Location","LSOAcode","LSOAname","Crimetype","Lastoutcomecategory","Context","Station","StationDistance","LocalAuthority","ISOMonth"
"1",NA,"2011-01","British Transport Police","British Transport Police",-3.16452,54.8294,"On or near Wigton","E01019136","Allerdale 001F","Burglary",NA,NA,"Chesham",386.587246429825,"Allerdale",2011-01-01
"2",NA,"2011-01","British Transport Police","British Transport Police",-0.546132,50.8102,"On or near Littlehampton","E01031428","Arun 011B","Violent crime",NA,NA,"Cobham & Stoke D'Abernon",57.560100125464,"Arun",2011-01-01
"3",NA,"2011-01","British Transport Police","British Transport Police",-0.546132,50.8102,"On or near Littlehampton","E01031428","Arun 011B","Violent crime",NA,NA,"Cobham & Stoke D'Abernon",57.560100125464,"Arun",2011-01-01
"4",NA,"2011-01","British Transport Police","British Transport Police",0.747412,51.1565,"On or near Pluckley","E01024033","Ashford 002E","Violent crime",NA,NA,"Chafford Hundred",48.5823705625526,"Ashford",2011-01-01
"5",NA,"2011-01","British Transport Police","British Transport Police",0.87513,51.1433,"On or near Ashford","E01024027","Ashford 005D","Violent crime",NA,NA,"Chafford Hundred",55.8244941120004,"Ashford",2011-01-01
"6",NA,"2011-01","British Transport Police","British Transport Police",0.165776,51.5442,"On or near Dagenham East","E01000036","Barking and Dagenham 010B","Violent crime",NA,NA,"Dagenham East",0.00516490048069272,"Barking and Dagenham",2011-01-01
"7",NA,"2011-01","British Transport Police","British Transport Police",0.165776,51.5442,"On or near Dagenham East","E01000036","Barking and Dagenham 010B","Violent crime",NA,NA,"Dagenham East",0.00516490048069272,"Barking and Dagenham",2011-01-01
"8",NA,"2011-01","British Transport Police","British Transport Police",0.080833,51.5395,"On or near Barking","E01000007","Barking and Dagenham 015A","Anti-social behaviour",NA,NA,"Barking",0.00251354802319521,"Barking and Dagenham",2011-01-01
"9",NA,"2011-01","British Transport Police","British Transport Police",0.080833,51.5395,"On or near Barking","E01000007","Barking and Dagenham 015A","Anti-social behaviour",NA,NA,"Barking",0.00251354802319521,"Barking and Dagenham",2011-01-01
"10",NA,"2011-01","British Transport Police","British Transport Police",0.080833,51.5395,"On or near Barking","E01000007","Barking and Dagenham 015A","Anti-social behaviour",NA,NA,"Barking",0.00251354802319521,"Barking and Dagenham",2011-01-01
"11",NA,"2011-01","British Transport Police","British Transport Police",0.080833,51.5395,"On or near Barking","E01000007","Barking and Dagenham 015A","Anti-social behaviour",NA,NA,"Barking",0.00251354802319521,"Barking and Dagenham",2011-01-01
"12",NA,"2011-01","British Transport Police","British Transport Police",0.080833,51.5395,"On or near Barking","E01000007","Barking and Dagenham 015A","Anti-social behaviour",NA,NA,"Barking",0.00251354802319521,"Barking and Dagenham",2011-01-01
"13",NA,"2011-01","British Transport Police","British Transport Police",0.080833,51.5395,"On or near Barking","E01000007","Barking and Dagenham 015A","Anti-social behaviour",NA,NA,"Barking",0.00251354802319521,"Barking and Dagenham",2011-01-01
"14",NA,"2011-01","British Transport Police","British Transport Police",0.080833,51.5395,"On or near Barking","E01000007","Barking and Dagenham 015A","Anti-social behaviour",NA,NA,"Barking",0.00251354802319521,"Barking and Dagenham",2011-01-01
"15",NA,"2011-01","British Transport Police","British Transport Police",0.080833,51.5395,"On or near Barking","E01000007","Barking and Dagenham 015A","Anti-social behaviour",NA,NA,"Barking",0.00251354802319521,"Barking and Dagenham",2011-01-01
"16",NA,"2011-01","British Transport Police","British Transport Police",0.080833,51.5395,"On or near Barking","E01000007","Barking and Dagenham 015A","Anti-social behaviour",NA,NA,"Barking",0.00251354802319521,"Barking and Dagenham",2011-01-01
"17",NA,"2011-01","British Transport Police","British Transport Police",0.080833,51.5395,"On or near Barking","E01000007","Barking and Dagenham 015A","Anti-social behaviour",NA,NA,"Barking",0.00251354802319521,"Barking and Dagenham",2011-01-01
"18",NA,"2011-01","British Transport Police","British Transport Police",0.080833,51.5395,"On or near Barking","E01000007","Barking and Dagenham 015A","Anti-social behaviour",NA,NA,"Barking",0.00251354802319521,"Barking and Dagenham",2011-01-01
"19",NA,"2011-01","British Transport Police","British Transport Police",0.080833,51.5395,"On or near Barking","E01000007","Barking and Dagenham 015A","Anti-social behaviour",NA,NA,"Barking",0.00251354802319521,"Barking and Dagenham",2011-01-01
"20",NA,"2011-01","British Transport Police","British Transport Police",0.146091,51.5261,"On or near Dagenham Dock","E01000095","Barking and Dagenham 018E","Vehicle crime",NA,NA,"Dagenham Dock",0.0752683484136713,"Barking and Dagenham",2011-01-01
"21",NA,"2011-01","British Transport Police","British Transport Police",0.099833,51.5378,"On or near Upney","E01000040","Barking and Dagenham 019A","Anti-social behaviour",NA,NA,"Upney",0.136287286704323,"Barking and Dagenham",2011-01-01
"22",NA,"2011-01","British Transport Police","British Transport Police",0.099833,51.5378,"On or near Upney","E01000040","Barking and Dagenham 019A","Anti-social behaviour",NA,NA,"Upney",0.136287286704323,"Barking and Dagenham",2011-01-01
"23",NA,"2011-01","British Transport Police","British Transport Police",-0.248722,51.6126,"On or near Mill Hill Broadway","E01000258","Barnet 016B","Violent crime",NA,NA,"Mill Hill Broadway",0.0629704871957286,"Barnet",2011-01-01
"24",NA,"2011-01","British Transport Police","British Transport Police",-0.188416,51.6095,"On or near West Finchley","E01000301","Barnet 020C","Violent crime",NA,NA,"West Finchley",0.0427242508777596,"Barnet",2011-01-01
"25",NA,"2011-01","British Transport Police","British Transport Police",-0.250165,51.5954,"On or near Colindale","E01000155","Barnet 030D","Violent crime",NA,NA,"Colindale",0.0202682645851408,"Barnet",2011-01-01
"26",NA,"2011-01","British Transport Police","British Transport Police",-0.239014,51.5802,"On or near Hendon","E01000313","Barnet 036F","Anti-social behaviour",NA,NA,"Hendon",0.0308079480859153,"Barnet",2011-01-01
"27",NA,"2011-01","British Transport Police","British Transport Police",0.507025,51.5603,"On or near Pitsea","E01021310","Basildon 022B","Robbery",NA,NA,"Shenfield",14.5314170270122,"Basildon",2011-01-01
"28",NA,"2011-01","British Transport Police","British Transport Police",0.507025,51.5603,"On or near Pitsea","E01021310","Basildon 022B","Violent crime",NA,NA,"Shenfield",14.5314170270122,"Basildon",2011-01-01
"29",NA,"2011-01","British Transport Police","British Transport Police",0.507025,51.5603,"On or near Pitsea","E01021310","Basildon 022B","Violent crime",NA,NA,"Shenfield",14.5314170270122,"Basildon",2011-01-01
"30",NA,"2011-01","British Transport Police","British Transport Police",-1.08787,51.2685,"On or near Basingstoke","E01032842","Basingstoke and Deane 011E","Violent crime",NA,NA,"Amersham",56.0892236414073,"Basingstoke and Deane",2011-01-01
"31",NA,"2011-01","British Transport Police","British Transport Police",-1.1227,53.3115,"On or near Worksop","E01028057","Bassetlaw 012A","Anti-social behaviour",NA,NA,"Chesham",181.91237607023,"Bassetlaw",2011-01-01
"32",NA,"2011-01","British Transport Police","British Transport Police",-2.35912,51.3784,"On or near Bath Spa","E01014371","Bath and North East Somerset 007B","Anti-social behaviour",NA,NA,"Amersham",125.623838172846,"Bath and North East Somerset",2011-01-01
