"","CrimeID","Month","Reportedby","Fallswithin","Longitude","Latitude","Location","LSOAcode","LSOAname","Crimetype","Lastoutcomecategory","Context","Station","StationDistance","LocalAuthority","ISOMonth"
"1",NA,"2010-12","British Transport Police","British Transport Police",-0.271604,50.8344,"On or near Shoreham By Sea","E01031365","Adur 002D","Vehicle crime",NA,NA,"Tadworth",50.9022864458768,"Adur",2010-12-01
"2",NA,"2010-12","British Transport Police","British Transport Police",-3.55944,54.6445,"On or near Workington","E01019121","Allerdale 009E","Violent crime",NA,NA,"Chesham",381.251299802302,"Allerdale",2010-12-01
"3",NA,"2010-12","British Transport Police","British Transport Police",-3.55944,54.6445,"On or near Workington","E01019121","Allerdale 009E","Violent crime",NA,NA,"Chesham",381.251299802302,"Allerdale",2010-12-01
"4",NA,"2010-12","British Transport Police","British Transport Police",-1.36974,53.1007,"On or near Alfreton","E01019400","Amber Valley 001A","Violent crime",NA,NA,"Chesham",163.456635009791,"Amber Valley",2010-12-01
"5",NA,"2010-12","British Transport Police","British Transport Police",-1.36974,53.1007,"On or near Alfreton","E01019400","Amber Valley 001A","Violent crime",NA,NA,"Chesham",163.456635009791,"Amber Valley",2010-12-01
"6",NA,"2010-12","British Transport Police","British Transport Police",-0.546132,50.8102,"On or near Littlehampton","E01031428","Arun 011B","Anti-social behaviour",NA,NA,"Cobham & Stoke D'Abernon",57.560100125464,"Arun",2010-12-01
"7",NA,"2010-12","British Transport Police","British Transport Police",-0.546132,50.8102,"On or near Littlehampton","E01031428","Arun 011B","Violent crime",NA,NA,"Cobham & Stoke D'Abernon",57.560100125464,"Arun",2010-12-01
"8",NA,"2010-12","British Transport Police","British Transport Police",0.87513,51.1433,"On or near Ashford","E01024027","Ashford 005D","Anti-social behaviour",NA,NA,"Chafford Hundred",55.8244941120004,"Ashford",2010-12-01
"9",NA,"2010-12","British Transport Police","British Transport Police",0.874569,51.1431,"On or near Ashford International Ctrl","E01024027","Ashford 005D","Anti-social behaviour",NA,NA,"Chafford Hundred",55.8112107829295,"Ashford",2010-12-01
"10",NA,"2010-12","British Transport Police","British Transport Police",0.87513,51.1433,"On or near Ashford","E01024027","Ashford 005D","Violent crime",NA,NA,"Chafford Hundred",55.8244941120004,"Ashford",2010-12-01
"11",NA,"2010-12","British Transport Police","British Transport Police",0.874569,51.1431,"On or near Ashford International Ctrl","E01024027","Ashford 005D","Violent crime",NA,NA,"Chafford Hundred",55.8112107829295,"Ashford",2010-12-01
"12",NA,"2010-12","British Transport Police","British Transport Police",0.87513,51.1433,"On or near Ashford","E01024027","Ashford 005D","Other crime",NA,NA,"Chafford Hundred",55.8244941120004,"Ashford",2010-12-01
"13",NA,"2010-12","British Transport Police","British Transport Police",-0.815362,51.8136,"On or near Aylesbury","E01017712","Aylesbury Vale 018D","Anti-social behaviour",NA,NA,"Chesham",18.4887986231745,"Aylesbury Vale",2010-12-01
"14",NA,"2010-12","British Transport Police","British Transport Police",-0.747602,51.7618,"On or near Wendover","E01017727","Aylesbury Vale 024B","Violent crime",NA,NA,"Chesham",11.2833825445625,"Aylesbury Vale",2010-12-01
"15",NA,"2010-12","British Transport Police","British Transport Police",0.165776,51.5442,"On or near Dagenham East","E01000036","Barking and Dagenham 010B","Anti-social behaviour",NA,NA,"Dagenham East",0.00516490048069272,"Barking and Dagenham",2010-12-01
"16",NA,"2010-12","British Transport Police","British Transport Police",0.165776,51.5442,"On or near Dagenham East","E01000036","Barking and Dagenham 010B","Anti-social behaviour",NA,NA,"Dagenham East",0.00516490048069272,"Barking and Dagenham",2010-12-01
"17",NA,"2010-12","British Transport Police","British Transport Police",0.165776,51.5442,"On or near Dagenham East","E01000036","Barking and Dagenham 010B","Violent crime",NA,NA,"Dagenham East",0.00516490048069272,"Barking and Dagenham",2010-12-01
