"","CrimeID","Month","Reportedby","Fallswithin","Longitude","Latitude","Location","LSOAcode","LSOAname","Crimetype","Lastoutcomecategory","Context","Station","StationDistance","LocalAuthority","ISOMonth"
"1",NA,"2012-09","British Transport Police","British Transport Police",-0.219532,50.8343,"On or near Fishersgate","E01031348","Adur 004B","Criminal damage and arson",NA,NA,"Tadworth",50.8655512550796,"Adur",2012-09-01
"2",NA,"2012-09","British Transport Police","British Transport Police",-0.237124,50.8325,"On or near Southwick","E01031375","Adur 004G","Other theft",NA,NA,"Tadworth",51.0527534331729,"Adur",2012-09-01
"3",NA,"2012-09","British Transport Police","British Transport Police",-3.4941,54.7117,"On or near Maryport","E01019114","Allerdale 004D","Other theft",NA,NA,"Chesham",385.412599936353,"Allerdale",2012-09-01
"4",NA,"2012-09","British Transport Police","British Transport Police",-3.4941,54.7117,"On or near Maryport","E01019114","Allerdale 004D","Violent crime",NA,NA,"Chesham",385.412599936353,"Allerdale",2012-09-01
"5",NA,"2012-09","British Transport Police","British Transport Police",-3.55944,54.6445,"On or near Workington","E01019121","Allerdale 009E","Criminal damage and arson",NA,NA,"Chesham",381.251299802302,"Allerdale",2012-09-01
"6",NA,"2012-09","British Transport Police","British Transport Police",-1.33081,53.0182,"On or near Langley Mill","E01019453","Amber Valley 017D","Violent crime",NA,NA,"Chesham",153.933357698023,"Amber Valley",2012-09-01
"7",NA,"2012-09","British Transport Police","British Transport Police",-0.546541,50.8478,"On or near Arundel","E01031392","Arun 001C","Public disorder and weapons",NA,NA,"Cobham & Stoke D'Abernon",53.4668354675066,"Arun",2012-09-01
"8",NA,"2012-09","British Transport Police","British Transport Police",-0.640432,50.8308,"On or near Barnham","E01031393","Arun 003A","Criminal damage and arson",NA,NA,"Cobham & Stoke D'Abernon",56.9871291681288,"Arun",2012-09-01
"9",NA,"2012-09","British Transport Police","British Transport Police",-0.640432,50.8308,"On or near Barnham","E01031393","Arun 003A","Criminal damage and arson",NA,NA,"Cobham & Stoke D'Abernon",56.9871291681288,"Arun",2012-09-01
"10",NA,"2012-09","British Transport Police","British Transport Police",-0.640432,50.8308,"On or near Barnham","E01031393","Arun 003A","Other theft",NA,NA,"Cobham & Stoke D'Abernon",56.9871291681288,"Arun",2012-09-01
"11",NA,"2012-09","British Transport Police","British Transport Police",-0.640432,50.8308,"On or near Barnham","E01031393","Arun 003A","Other theft",NA,NA,"Cobham & Stoke D'Abernon",56.9871291681288,"Arun",2012-09-01
"12",NA,"2012-09","British Transport Police","British Transport Police",-0.640432,50.8308,"On or near Barnham","E01031393","Arun 003A","Other theft",NA,NA,"Cobham & Stoke D'Abernon",56.9871291681288,"Arun",2012-09-01
"13",NA,"2012-09","British Transport Police","British Transport Police",-0.546132,50.8102,"On or near Littlehampton","E01031428","Arun 011B","Other theft",NA,NA,"Cobham & Stoke D'Abernon",57.560100125464,"Arun",2012-09-01
"14",NA,"2012-09","British Transport Police","British Transport Police",-0.546132,50.8102,"On or near Littlehampton","E01031428","Arun 011B","Other theft",NA,NA,"Cobham & Stoke D'Abernon",57.560100125464,"Arun",2012-09-01
"15",NA,"2012-09","British Transport Police","British Transport Police",-0.676509,50.7868,"On or near Bognor Regis","E01031444","Arun 016B","Anti-social behaviour",NA,NA,"Cobham & Stoke D'Abernon",62.4277587324211,"Arun",2012-09-01
