"","CrimeID","Month","Reportedby","Fallswithin","Longitude","Latitude","Location","LSOAcode","LSOAname","Crimetype","Lastoutcomecategory","Context","Station","StationDistance","LocalAuthority","ISOMonth"
"1",NA,"2012-04","British Transport Police","British Transport Police",-0.323543,50.8272,"On or near Lancing","E01031342","Adur 008B","Drugs",NA,NA,"Tadworth",52.0032214456209,"Adur",2012-04-01
"2",NA,"2012-04","British Transport Police","British Transport Police",-0.323543,50.8272,"On or near Lancing","E01031342","Adur 008B","Violent crime",NA,NA,"Tadworth",52.0032214456209,"Adur",2012-04-01
"3",NA,"2012-04","British Transport Police","British Transport Police",-3.4941,54.7117,"On or near Maryport","E01019114","Allerdale 004D","Other theft",NA,NA,"Chesham",385.412599936353,"Allerdale",2012-04-01
"4",NA,"2012-04","British Transport Police","British Transport Police",-0.640432,50.8308,"On or near Barnham","E01031393","Arun 003A","Anti-social behaviour",NA,NA,"Cobham & Stoke D'Abernon",56.9871291681288,"Arun",2012-04-01
"5",NA,"2012-04","British Transport Police","British Transport Police",-0.488504,50.8164,"On or near Angmering","E01031415","Arun 005D","Other theft",NA,NA,"Cobham & Stoke D'Abernon",56.2451844675468,"Arun",2012-04-01
"6",NA,"2012-04","British Transport Police","British Transport Police",-0.546132,50.8102,"On or near Littlehampton","E01031428","Arun 011B","Anti-social behaviour",NA,NA,"Cobham & Stoke D'Abernon",57.560100125464,"Arun",2012-04-01
"7",NA,"2012-04","British Transport Police","British Transport Police",-0.546132,50.8102,"On or near Littlehampton","E01031428","Arun 011B","Other theft",NA,NA,"Cobham & Stoke D'Abernon",57.560100125464,"Arun",2012-04-01
"8",NA,"2012-04","British Transport Police","British Transport Police",-0.676509,50.7868,"On or near Bognor Regis","E01031444","Arun 016B","Criminal damage and arson",NA,NA,"Cobham & Stoke D'Abernon",62.4277587324211,"Arun",2012-04-01
"9",NA,"2012-04","British Transport Police","British Transport Police",-0.676509,50.7868,"On or near Bognor Regis","E01031444","Arun 016B","Other theft",NA,NA,"Cobham & Stoke D'Abernon",62.4277587324211,"Arun",2012-04-01
"10",NA,"2012-04","British Transport Police","British Transport Police",-0.676509,50.7868,"On or near Bognor Regis","E01031444","Arun 016B","Other theft",NA,NA,"Cobham & Stoke D'Abernon",62.4277587324211,"Arun",2012-04-01
"11",NA,"2012-04","British Transport Police","British Transport Police",-0.676509,50.7868,"On or near Bognor Regis","E01031444","Arun 016B","Other theft",NA,NA,"Cobham & Stoke D'Abernon",62.4277587324211,"Arun",2012-04-01
"12",NA,"2012-04","British Transport Police","British Transport Police",-1.25325,53.1,"On or near Kirkby In Ashfield","E01027952","Ashfield 008A","Anti-social behaviour",NA,NA,"Chesham",161.069962818479,"Ashfield",2012-04-01
"13",NA,"2012-04","British Transport Police","British Transport Police",-1.25325,53.1,"On or near Kirkby In Ashfield","E01027952","Ashfield 008A","Anti-social behaviour",NA,NA,"Chesham",161.069962818479,"Ashfield",2012-04-01
"14",NA,"2012-04","British Transport Police","British Transport Police",0.929393,51.185,"On or near Wye","E01024040","Ashford 001D","Other theft",NA,NA,"Chafford Hundred",55.7263200359211,"Ashford",2012-04-01
