"","CrimeID","Month","Reportedby","Fallswithin","Longitude","Latitude","Location","LSOAcode","LSOAname","Crimetype","Lastoutcomecategory","Context","Station","StationDistance","LocalAuthority","ISOMonth"
"1","","2012-11","City of London Police","City of London Police",-0.113274,51.51638,"On or near Old Buildings","E01000914","Camden 028B","Anti-social behaviour","",NA,"Chancery Lane",0.252350480500189,"Camden",2012-11-01
"2","","2012-11","City of London Police","City of London Police",-0.114954,51.51863,"On or near Brownlow Street","E01000914","Camden 028B","Anti-social behaviour","",NA,"Chancery Lane",0.208567180056594,"Camden",2012-11-01
"3","74a0c68497a62b12f7d070be7d15a7bfb4753be95ea825b68fb82758f3c9b298","2012-11","City of London Police","City of London Police",-0.113767,51.51737,"On or near Stone Buildings","E01000914","Camden 028B","Other theft","Investigation complete; no suspect identified",NA,"Chancery Lane",0.177396832005854,"Camden",2012-11-01
"4","","2012-11","City of London Police","City of London Police",-0.09596,51.51753,"On or near London Wall","E01000001","City of London 001A","Anti-social behaviour","",NA,"St. Pauls",0.319354214797925,"City of London",2012-11-01
"5","","2012-11","City of London Police","City of London Police",-0.09596,51.51753,"On or near London Wall","E01000001","City of London 001A","Anti-social behaviour","",NA,"St. Pauls",0.319354214797925,"City of London",2012-11-01
"6","","2012-11","City of London Police","City of London Police",-0.097601,51.5207,"On or near Carthusian Street","E01000001","City of London 001A","Anti-social behaviour","",NA,"Barbican",0.054395010896171,"City of London",2012-11-01
"7","b4627e9cbc29b766f158d2b29d114492e63ac9181fa50727e239a0fddfd90f85","2012-11","City of London Police","City of London Police",-0.098062,51.51758,"On or near Montague Street","E01000001","City of London 001A","Other theft","Offender sent to prison",NA,"Barbican",0.294058152011886,"City of London",2012-11-01
"8","38ff70f65a693bb8eb79891e1220dd3ee8958feaf7cffd184d064d03e088e030","2012-11","City of London Police","City of London Police",-0.095892,51.51639,"On or near Noble Street","E01000001","City of London 001A","Other theft","Investigation complete; no suspect identified",NA,"St. Pauls",0.207732584413019,"City of London",2012-11-01
"9","09a7f4aedb5d841e30710e2c1d1d51c6d072d729f51f3f0ddd0a30aeebb9f2a2","2012-11","City of London Police","City of London Police",-0.098062,51.51758,"On or near Montague Street","E01000001","City of London 001A","Other theft","Investigation complete; no suspect identified",NA,"Barbican",0.294058152011886,"City of London",2012-11-01
"10","62f1d9682b91fb3348253880a9928927f7e5f9fcaa2a7c2b14585a8355ff4da3","2012-11","City of London Police","City of London Police",-0.097601,51.5207,"On or near Carthusian Street","E01000001","City of London 001A","Other theft","Investigation complete; no suspect identified",NA,"Barbican",0.054395010896171,"City of London",2012-11-01
"11","76c3dcb94210d353515c28bb64f50adec4e47c90b622c147374ce8cc8a63bbf7","2012-11","City of London Police","City of London Police",-0.095914,51.52035,"On or near Beech Street","E01000001","City of London 001A","Violent crime","Offender given community sentence",NA,"Barbican",0.124969561709825,"City of London",2012-11-01
"12","d8ee98f584badb6898962c4069b31dae781669f9a7cc32a47a87c51aa3dcd855","2012-11","City of London Police","City of London Police",-0.097562,51.51886,"On or near Parking Area","E01000001","City of London 001A","Violent crime","Investigation complete; no suspect identified",NA,"Barbican",0.151036284394236,"City of London",2012-11-01
"13","d9aff7caa733b2361d592fec255be24326d0a2e04e6413f222965e91116c4510","2012-11","City of London Police","City of London Police",-0.095914,51.52035,"On or near Beech Street","E01000001","City of London 001A","Violent crime","Offender given community sentence",NA,"Barbican",0.124969561709825,"City of London",2012-11-01
"14","4ba39413e563746a5c8af2fbcc2d42bea3586220125fd167fdd89670cef7e683","2012-11","City of London Police","City of London Police",-0.098572,51.51677,"On or near King Edward Street","E01000001","City of London 001A","Violent crime","Investigation complete; no suspect identified",NA,"St. Pauls",0.226311513076327,"City of London",2012-11-01
