NLC,Origin TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1415 Entries & Exits,1314 Entries & Exits,Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources,
4188,DOL,Dolau,Wales - Cymru,Powys - Powys,Powys - Powys,UKL2,East Wales,Arriva Trains Wales,,,, 477 , 221 , -   , 698 , 477 , 221 , -   , 698 ," 1,396 "," 1,406 ", -   ,0,0,,,
5036,DLH,Doleham,South East,East Sussex,Rother,UKJ2,"Surrey, East & West Sussex",Southern,,,, 152 , 44 ," 3,129 "," 3,325 ", 152 , 44 ," 3,129 "," 3,325 "," 6,650 "," 8,166 ", -   ,0,0,,,
2538,DLG,Dolgarrog,Wales - Cymru,Conwy - Conwy,Conwy - Conwy,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,, 412 , 87 , 254 , 753 , 412 , 87 , 254 , 753 ," 1,506 ", 828 , -   ,0,1,Very small station,,
2452,DWD,Dolwyddelan,Wales - Cymru,Conwy - Conwy,Conwy - Conwy,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 1,177 ", 860 , 140 ," 2,177 "," 1,177 ", 860 , 140 ," 2,177 "," 4,354 "," 4,184 ", -   ,0,0,,,
6417,DON,Doncaster,Yorkshire And The Humber,South Yorkshire,Doncaster,UKE3,South Yorkshire,Virgin Trains East Coast,,South Yorkshire,," 610,868 "," 889,089 "," 339,031 "," 1,838,988 "," 610,868 "," 889,089 "," 339,031 "," 1,838,988 "," 3,677,976 "," 3,410,154 "," 1,320,440 ",0,0,,,
5961,DCH,Dorchester South,South West,Dorset,West Dorset,UKK2,Dorset and Somerset,South West Trains,DORCHESTER BR,,," 63,159 "," 150,950 "," 21,562 "," 235,670 "," 63,159 "," 150,950 "," 21,562 "," 235,670 "," 471,340 "," 479,088 ", 389 ,0,0,,,
5962,DCW,Dorchester West,South West,Dorset,West Dorset,UKK2,Dorset and Somerset,First Great Western,DORCHESTER BR,,," 17,608 "," 42,084 "," 6,011 "," 65,704 "," 17,608 "," 42,084 "," 6,011 "," 65,704 "," 131,408 "," 133,568 ", 51 ,0,0,,,
6690,DOR,Dore & Totley,Yorkshire And The Humber,South Yorkshire,Sheffield,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,," 35,143 "," 22,710 "," 15,125 "," 72,978 "," 35,143 "," 22,710 "," 15,125 "," 72,978 "," 145,956 "," 138,440 ", -   ,0,0,,,
5357,DKG,Dorking,South East,Surrey,Mole Valley,UKJ2,"Surrey, East & West Sussex",Southern,DORKING BR,,," 138,363 "," 236,235 "," 271,616 "," 646,214 "," 138,363 "," 236,235 "," 271,616 "," 646,214 "," 1,292,428 "," 1,259,983 "," 132,373 ",0,0,,,
5297,DKT,Dorking West,South East,Surrey,Mole Valley,UKJ2,"Surrey, East & West Sussex",First Great Western,DORKING BR,,," 6,671 "," 11,389 "," 13,095 "," 31,154 "," 6,671 "," 11,389 "," 13,095 "," 31,154 "," 62,308 "," 56,948 "," 1,639 ",0,0,,,
5413,DMS,Dormans,South East,Surrey,Tandridge,UKJ2,"Surrey, East & West Sussex",Southern,,,," 12,035 "," 14,102 "," 25,049 "," 51,186 "," 12,035 "," 14,102 "," 25,049 "," 51,186 "," 102,372 "," 98,944 ", -   ,0,0,,,
4525,DDG,Dorridge,West Midlands,West Midlands,Solihull,UKG3,West Midlands,Chiltern Railways,,West Midlands,," 60,708 "," 144,293 "," 122,332 "," 327,333 "," 60,708 "," 144,293 "," 122,332 "," 327,333 "," 654,666 "," 638,136 ", -   ,0,0,,,
2766,DVH,Dove Holes,East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,,, 731 ," 1,686 ", 38 ," 2,455 ", 731 ," 1,686 ", 38 ," 2,455 "," 4,910 "," 4,382 ", -   ,0,0,,,
5033,DVP,Dover Priory,South East,Kent,Dover,UKJ4,Kent,Southeastern,,,," 106,799 "," 252,115 "," 121,673 "," 480,587 "," 106,799 "," 252,115 "," 121,673 "," 480,587 "," 961,174 "," 943,416 "," 138,389 ",0,0,,,
6901,DVC,Dovercourt,East,Essex,Tendring,UKH3,Essex,Abellio Greater Anglia,,,," 12,867 "," 28,625 "," 42,534 "," 84,026 "," 12,867 "," 28,625 "," 42,534 "," 84,026 "," 168,052 "," 163,132 ", -   ,0,0,,,
4436,DVY,Dovey Junction,Wales - Cymru,Powys - Powys,Powys - Powys,UKL2,East Wales,Arriva Trains Wales,,,," 1,000 ", 178 , 5 ," 1,183 "," 1,000 ", 178 , 5 ," 1,183 "," 2,366 "," 1,828 "," 1,029 ",0,1,Cambrian Coast Line. closed at start of 14/15 FY north of Harlech - reopened Sep 2014,www.nwrail.org.uk,
7055,DOW,Downham Market,East,Norfolk,Kings Lynn And West Norfolk,UKH1,East Anglia,Govia Thameslink Railway,,,," 54,435 "," 122,407 "," 69,030 "," 245,872 "," 54,435 "," 122,407 "," 69,030 "," 245,872 "," 491,744 "," 460,060 ", -   ,0,0,,,
3099,DRG,Drayton Green,London,Greater London,Ealing,UKI2,Outer London,First Great Western,,,London Travelcard Area Station," 26,634 "," 18,751 "," 30,970 "," 76,355 "," 26,634 "," 18,751 "," 30,970 "," 76,355 "," 152,710 "," 137,600 ", -   ,1,0,High growth trend,,
6000,DYP,Drayton Park,London,Greater London,Islington,UKI1,Inner London,Govia Thameslink Railway,,,London Travelcard Area Station," 101,362 "," 57,656 "," 153,700 "," 312,718 "," 101,362 "," 57,656 "," 153,700 "," 312,718 "," 625,436 "," 572,418 ", -   ,0,0,,,
9317,DRM,Drem,Scotland,East Lothian,East Lothian,UKM2,Eastern Scotland,ScotRail,,,," 21,630 "," 18,763 "," 21,234 "," 61,627 "," 21,630 "," 18,763 "," 21,234 "," 61,627 "," 123,254 "," 166,040 ", -   ,1,0,Reason for change unclear,,
8057,DRF,Driffield,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,," 30,382 "," 56,063 "," 36,690 "," 123,135 "," 30,382 "," 56,063 "," 36,690 "," 123,135 "," 246,270 "," 255,664 ", -   ,0,0,,,
1994,DRI,Drigg,North West,Cumbria,Copeland,UKD1,Cumbria,Northern Rail,,,," 3,363 ", 344 ," 1,526 "," 5,233 "," 3,363 ", 344 ," 1,526 "," 5,233 "," 10,466 "," 10,970 ", -   ,0,0,,,
4878,DTW,Droitwich Spa,West Midlands,Worcestershire,Wychavon,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,,," 134,733 "," 52,124 "," 79,777 "," 266,634 "," 134,733 "," 52,124 "," 79,777 "," 266,634 "," 533,268 "," 538,724 "," 71,300 ",0,0,,,
6616,DRO,Dronfield,East Midlands,Derbyshire,North East Derbyshire,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,,," 44,674 "," 28,238 "," 20,054 "," 92,966 "," 44,674 "," 28,238 "," 20,054 "," 92,966 "," 185,932 "," 162,474 ", -   ,1,0,Reason for change unclear,,
9994,DMC,Drumchapel,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 51,676 "," 85,604 "," 54,665 "," 191,945 "," 51,676 "," 85,604 "," 54,665 "," 191,945 "," 383,890 "," 376,242 ", -   ,0,0,,,
9967,DFR,Drumfrochar,Scotland,Inverclyde,Inverclyde,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 9,065 "," 14,867 "," 12,529 "," 36,461 "," 9,065 "," 14,867 "," 12,529 "," 36,461 "," 72,922 "," 69,828 ", -   ,0,0,,,
9757,DRU,Drumgelloch,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 46,304 "," 72,914 "," 74,416 "," 193,634 "," 46,304 "," 72,914 "," 74,416 "," 193,634 "," 387,268 "," 344,982 ", -   ,1,0,Strong growth on North Glasgow lines,,
9993,DMY,Drumry,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 35,226 "," 59,212 "," 31,209 "," 125,647 "," 35,226 "," 59,212 "," 31,209 "," 125,647 "," 251,294 "," 247,050 ", -   ,0,0,,,
1040,DUD,Duddeston,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,," 18,951 "," 13,470 "," 61,896 "," 94,317 "," 18,951 "," 13,470 "," 61,896 "," 94,317 "," 188,634 "," 190,348 ", -   ,0,0,,,
1212,DDP,Dudley Port,West Midlands,West Midlands,Sandwell,UKG3,West Midlands,London Midland Trains,,West Midlands,," 33,118 "," 68,602 "," 108,965 "," 210,685 "," 33,118 "," 68,602 "," 108,965 "," 210,685 "," 421,370 "," 418,896 ", -   ,0,0,,,
1691,DFI,Duffield,East Midlands,Derbyshire,Amber Valley,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,," 12,359 "," 10,677 "," 5,961 "," 28,997 "," 12,359 "," 10,677 "," 5,961 "," 28,997 "," 57,994 "," 56,438 ", -   ,0,0,,,
8681,DRN,Duirinish,Scotland,Highland,Highland,UKM4,Highlands and Islands,ScotRail,,,, 406 , 118 , -   , 524 , 406 , 118 , -   , 524 ," 1,048 ", 970 , -   ,0,0,,,
9906,DST,Duke Street,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 20,258 "," 25,388 "," 14,091 "," 59,737 "," 20,258 "," 25,388 "," 14,091 "," 59,737 "," 119,474 "," 109,860 ", -   ,0,0,,,
7027,DUL,Dullingham,East,Cambridgeshire,East Cambridgeshire,UKH1,East Anglia,Abellio Greater Anglia,,,," 3,939 "," 3,030 "," 12,795 "," 19,764 "," 3,939 "," 3,030 "," 12,795 "," 19,764 "," 39,528 "," 36,536 ", -   ,0,0,,,
9866,DBC,Dumbarton Central,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 81,936 "," 136,994 "," 152,042 "," 370,972 "," 81,936 "," 136,994 "," 152,042 "," 370,972 "," 741,944 "," 707,628 "," 117,035 ",0,0,,,
9868,DBE,Dumbarton East,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 52,110 "," 89,412 "," 72,116 "," 213,638 "," 52,110 "," 89,412 "," 72,116 "," 213,638 "," 427,276 "," 421,796 ", -   ,0,0,,,
9622,DUM,Dumbreck,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 19,875 "," 37,399 "," 18,010 "," 75,284 "," 19,875 "," 37,399 "," 18,010 "," 75,284 "," 150,568 "," 131,350 ", -   ,1,0,High growth trend,,
9490,DMF,Dumfries,Scotland,Dumfries And Galloway,Dumfries And Galloway,UKM3,South Western Scotland,ScotRail,,,," 25,189 "," 161,217 "," 3,950 "," 190,356 "," 25,189 "," 161,217 "," 3,950 "," 190,356 "," 380,712 "," 368,512 ", 83 ,0,0,,,
5034,DMP,Dumpton Park,South East,Kent,Thanet,UKJ4,Kent,Southeastern,,,," 2,587 "," 3,966 "," 5,485 "," 12,038 "," 2,587 "," 3,966 "," 5,485 "," 12,038 "," 24,076 "," 27,378 ", -   ,1,0,Demand decrease over recent years,,
9397,DUN,Dunbar,Scotland,East Lothian,East Lothian,UKM2,Eastern Scotland,Virgin Trains East Coast,,,," 14,239 "," 121,420 "," 77,317 "," 212,976 "," 14,239 "," 121,420 "," 77,317 "," 212,976 "," 425,952 "," 400,110 ", -   ,0,0,,,
8713,DBL,Dunblane,Scotland,Stirling,Stirling,UKM2,Eastern Scotland,ScotRail,,,," 75,723 "," 138,247 "," 53,061 "," 267,031 "," 75,723 "," 138,247 "," 53,061 "," 267,031 "," 534,062 "," 508,522 ", -   ,0,0,,,
5944,DBG,Dunbridge,South East,Hampshire,Test Valley,UKJ3,Hampshire and Isle of Wight,First Great Western,,,," 4,136 "," 5,829 "," 3,718 "," 13,683 "," 4,136 "," 5,829 "," 3,718 "," 13,683 "," 27,366 "," 28,854 ", -   ,0,0,,,
8682,DCG,Duncraig,Scotland,Highland,Highland,UKM4,Highlands and Islands,ScotRail,,,, 199 , 25 , -   , 224 , 199 , 25 , -   , 224 , 448 , 534 , -   ,0,0,,,
9039,DEE,Dundee,Scotland,Dundee City,Dundee City,UKM2,Eastern Scotland,ScotRail,,,," 282,798 "," 528,648 "," 106,543 "," 917,989 "," 282,798 "," 528,648 "," 106,543 "," 917,989 "," 1,835,978 "," 1,737,732 "," 68,512 ",0,0,,,
9186,DFL,Dunfermline,Scotland,Fife,Fife,UKM2,Eastern Scotland,ScotRail,,,," 87,179 "," 134,058 "," 106,868 "," 328,105 "," 87,179 "," 134,058 "," 106,868 "," 328,105 "," 656,210 "," 611,478 ", -   ,0,0,,,
9187,DFE,Dunfermline Queen Margaret,Scotland,Fife,Fife,UKM2,Eastern Scotland,ScotRail,,,," 33,046 "," 42,560 "," 36,464 "," 112,070 "," 33,046 "," 42,560 "," 36,464 "," 112,070 "," 224,140 "," 208,548 ", -   ,0,0,,,
8763,DKD,Dunkeld & Birnam,Scotland,Perth And Kinross,Perth And Kinross,UKM2,Eastern Scotland,ScotRail,,,," 6,961 "," 8,014 ", 550 ," 15,525 "," 6,961 "," 8,014 ", 550 ," 15,525 "," 31,050 "," 29,924 ", -   ,0,0,,,
9492,DNL,Dunlop,Scotland,East Ayrshire,East Ayrshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 13,430 "," 25,165 "," 11,762 "," 50,357 "," 13,430 "," 25,165 "," 11,762 "," 50,357 "," 100,714 "," 97,808 ", -   ,0,0,,,
8642,DNO,Dunrobin Castle,Scotland,Highland,Highland,UKM4,Highlands and Islands,ScotRail,,,, 278 , 133 , -   , 411 , 278 , 133 , -   , 411 , 822 , 916 , -   ,0,0,,,
7744,DOT,Dunston,North East,Tyne And Wear,Gateshead,UKC2,Northumberland and Tyne and Wear,Northern Rail,,Tyne & Wear,," 1,074 ", 750 , 628 ," 2,452 "," 1,074 ", 750 , 628 ," 2,452 "," 4,904 "," 2,336 ", -   ,0,1,Timetable Improvement,http://www.nexus.org.uk/news/item/more-trains-call-dunston-and-blaydon,
5102,DNG,Dunton Green,South East,Kent,Sevenoaks,UKJ4,Kent,Southeastern,,,," 10,764 "," 16,193 "," 61,810 "," 88,767 "," 10,764 "," 16,193 "," 61,810 "," 88,767 "," 177,534 "," 154,886 ", -   ,1,0,High growth trend,,
7745,DHM,Durham,North East,Durham,Durham,UKC1,Tees Valley and Durham,Virgin Trains East Coast,,,," 156,398 "," 926,928 "," 177,736 "," 1,261,062 "," 156,398 "," 926,928 "," 177,736 "," 1,261,062 "," 2,522,124 "," 2,466,726 "," 9,060 ",0,0,,,
5282,DUR,Durrington-On-Sea,South East,West Sussex,Worthing,UKJ2,"Surrey, East & West Sussex",Southern,,,," 63,555 "," 136,235 "," 124,817 "," 324,607 "," 63,555 "," 136,235 "," 124,817 "," 324,607 "," 649,214 "," 666,450 ", -   ,0,0,,,
8905,DYC,Dyce,Scotland,Aberdeen City,Aberdeen City,UKM1,North Eastern Scotland,ScotRail,,,," 252,914 "," 64,987 "," 94,032 "," 411,933 "," 252,914 "," 64,987 "," 94,032 "," 411,933 "," 823,866 "," 810,714 ", -   ,0,0,,,
4455,DYF,Dyffryn Ardudwy,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 6,271 "," 2,369 ", 710 ," 9,350 "," 6,271 "," 2,369 ", 710 ," 9,350 "," 18,700 "," 16,592 ", -   ,1,0,Very small station - Cambrian Coast Line. closed at start of 14/15 FY north of Harlech - reopened Sep 2014,,
7916,EAG,Eaglescliffe,North East,Stockton-On-Tees,Stockton-On-Tees,UKC1,Tees Valley and Durham,Northern Rail,,,," 35,900 "," 48,511 "," 13,221 "," 97,632 "," 35,900 "," 48,511 "," 13,221 "," 97,632 "," 195,264 "," 176,202 ", -   ,1,0,High growth trend,,
3190,EAL,Ealing Broadway,London,Greater London,Ealing,UKI2,Outer London,First Great Western,,,London Travelcard Area Station," 716,102 "," 1,050,416 "," 1,142,448 "," 2,908,966 "," 716,102 "," 1,050,416 "," 1,142,448 "," 2,908,966 "," 5,817,932 "," 5,286,162 "," 107,101 ",1,0,Underestimation of PAYG demand in 2013/14,,
